ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"77","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:29:11","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"76","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:29:04","Asserted","0x2C00000B",""
"75","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:28:14","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"74","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:27:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"73","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:25:22","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"72","Normal","System","The host was restarted by command.","2026-04-07 10:24:41","Asserted","0x2C000011",""
"71","Normal","System","ACPI is in the working state.","2026-04-07 10:24:39","Asserted","0x2C000009",""
"70","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:24:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"69","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:24:25","Asserted","0x2C00000B",""
"68","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:23:34","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"67","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:22:40","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"66","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:20:40","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"65","Normal","System","The host was restarted by command.","2026-04-07 10:20:02","Asserted","0x2C000011",""
"64","Normal","System","ACPI is in the working state.","2026-04-07 10:19:58","Asserted","0x2C000009",""
"63","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:19:53","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"62","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:19:45","Asserted","0x2C00000B",""
"61","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:18:53","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"60","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:18:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"59","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:17:52","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"58","Critical","PSU","The AC/DC input of PSU 2 is lost or out-of-range (SN:1P108734CC0001534    , BN:CRPS2700D2    ).","2026-04-07 10:17:46","Deasserted","0x0300000E","1. Check whether the power cables are disconnected or loose.2. Replace the power cables.3. Replace the PSU."
"57","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:17:26","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"56","Critical","PSU","The AC/DC input of PSU 2 is lost or out-of-range (SN:1P108734CC0001534    , BN:CRPS2700D2    ).","2026-04-07 10:17:25","Asserted","0x0300000D","1. Check whether the power cables are disconnected or loose.2. Replace the power cables.3. Replace the PSU."
"55","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:16:05","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"54","Normal","System","The host was restarted by command.","2026-04-07 10:15:22","Asserted","0x2C000011",""
"53","Normal","System","ACPI is in the working state.","2026-04-07 10:15:20","Asserted","0x2C000009",""
"52","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:15:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"51","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:15:06","Asserted","0x2C00000B",""
"50","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:14:13","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"49","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:13:23","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"48","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:11:21","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"47","Normal","System","The host was restarted by command.","2026-04-07 10:10:37","Asserted","0x2C000011",""
"46","Normal","System","ACPI is in the working state.","2026-04-07 10:10:36","Asserted","0x2C000009",""
"45","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:10:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"44","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:10:22","Asserted","0x2C00000B",""
"43","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:09:33","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"42","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:08:40","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"41","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:06:39","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"40","Normal","System","The host was restarted by command.","2026-04-07 10:05:57","Asserted","0x2C000011",""
"39","Normal","System","ACPI is in the working state.","2026-04-07 10:05:56","Asserted","0x2C000009",""
"38","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:05:49","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"37","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:05:43","Asserted","0x2C00000B",""
"36","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:04:51","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"35","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:04:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"34","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:01:59","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"33","Normal","System","The host was restarted by command.","2026-04-07 10:01:16","Asserted","0x2C000011",""
"32","Normal","System","ACPI is in the working state.","2026-04-07 10:01:14","Asserted","0x2C000009",""
"31","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:01:09","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
